dataset_id,author,downloads,likes,created_at,last_modified,tags
vwxyzjn/cai-conversation-dev1705526305,vwxyzjn,14,0,2024-01-17 21:21:28+00:00,2024-01-17 21:21:49+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/LLM-SFT-Guide-Dataset,wangrongsheng,14,0,2024-05-29 13:23:11+00:00,2024-05-31 14:12:28+00:00,region:us
wangrongsheng/abliterated_dataset,wangrongsheng,14,0,2024-10-27 03:36:46+00:00,2024-10-27 03:37:00+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
wangrongsheng/ama_data,wangrongsheng,14,0,2025-12-20 02:16:33+00:00,2025-12-30 07:17:37+00:00,"size_categories:1M<n<10M,format:webdataset,modality:text,library:datasets,library:webdataset,library:mlcroissant,region:us"
xaviviro/oasst2_ca,xaviviro,14,0,2023-12-28 06:21:06+00:00,2024-01-07 04:45:28+00:00,"language:ca,license:apache-2.0,size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zjunlp/WKM-train-data,zjunlp,14,4,2024-07-08 03:41:37+00:00,2024-07-08 03:46:32+00:00,"license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
codelion/gemma-3-1b-it-magpie-reasoning,codelion,13,2,2025-07-18 07:16:00+00:00,2025-07-18 07:16:07+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
visual-layer/beans-vl-enriched,visual-layer,13,2,2024-08-26 12:13:51+00:00,2024-09-22 07:36:07+00:00,"size_categories:1K<n<10K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vmayoral/u850_test,vmayoral,13,0,2024-10-27 09:10:40+00:00,2024-10-27 11:34:47+00:00,"task_categories:robotics,region:us,LeRobot,tutorial,hackathon"
voidful/spoken-alpaca-gpt4,voidful,13,0,2023-08-06 17:25:08+00:00,2023-08-08 16:01:23+00:00,"size_categories:10K<n<100K,format:parquet,modality:audio,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/openhermes-dev__combined__1708612612,vwxyzjn,13,0,2024-02-22 15:26:40+00:00,2024-02-22 15:27:30+00:00,"size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/rejection_sampling_scores_1727889130,vwxyzjn,13,0,2024-10-02 17:12:12+00:00,2024-10-02 17:12:13+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xaviviro/cv_eu_snac_short,xaviviro,13,0,2025-11-05 13:37:15+00:00,2025-11-05 13:50:21+00:00,"size_categories:10K<n<100K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xingyaoww/omnilabel,xingyaoww,13,0,2023-08-18 04:52:53+00:00,2023-08-18 06:08:47+00:00,"language:en,arxiv:2304.11463,region:us"
zake7749/kyara-chinese-preference-rl-dpo-s0-30K,zake7749,13,3,2024-08-18 09:42:12+00:00,2024-09-07 12:26:04+00:00,"language:zh,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zake7749/kyara-lite-1M-DPO-TMMLUPLUS,zake7749,13,0,2025-01-14 14:31:20+00:00,2025-01-14 15:28:42+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zli12321/Scifi4TopicModel,zli12321,13,0,2025-07-09 21:34:30+00:00,2025-07-09 21:41:37+00:00,"task_categories:other,language:en,license:apache-2.0,size_categories:1K<n<10K,format:json,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2502.14748,arxiv:2107.02173,region:us,topic-modeling,llm-evaluation,benchmark,legislation,wikipedia"
codelion/Qwen3-0.6B-magpie,codelion,12,1,2025-07-12 23:08:59+00:00,2025-07-12 23:09:07+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/fermi,voidful,12,0,2023-05-20 16:28:55+00:00,2023-05-20 16:29:45+00:00,region:us
vwxyzjn/generation_26044,vwxyzjn,12,0,2024-08-21 21:14:48+00:00,2024-08-21 21:15:22+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/generation_14817,vwxyzjn,12,0,2024-08-21 21:18:25+00:00,2024-08-21 21:19:19+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/old-tulu-3-mix-dataset,vwxyzjn,12,0,2025-01-21 14:16:38+00:00,2025-01-21 14:18:35+00:00,"size_categories:100K<n<1M,format:parquet,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/acecoder_sft_gpt4o_test_cases_then_impl1,vwxyzjn,12,0,2025-04-11 16:55:34+00:00,2025-04-11 16:55:40+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/gpt4_dataset,wangrongsheng,12,0,2024-10-07 13:52:01+00:00,2024-10-07 13:55:32+00:00,"license:apache-2.0,size_categories:100K<n<1M,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wassname/v2ray_4chan_formatted,wassname,12,0,2025-06-02 06:16:07+00:00,2025-06-02 06:47:10+00:00,"size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
weaviate/chunked_dspy_docs,weaviate,12,3,2024-08-13 16:02:48+00:00,2024-08-13 16:17:18+00:00,"license:mit,size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weaviate/enron-qa-emails-dasovich-j,weaviate,12,0,2025-05-12 11:50:11+00:00,2025-05-13 18:20:33+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wuji3/oxford-iiit-pet,wuji3,12,0,2024-11-01 13:17:28+00:00,2024-11-02 03:24:57+00:00,"size_categories:1K<n<10K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xaviviro/oasst1_ca_threads,xaviviro,12,0,2023-12-26 15:50:19+00:00,2023-12-27 16:51:45+00:00,"language:ca,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xaviviro/FEDERICO-GARCIA-LORCA-canciones-poemas-romances,xaviviro,12,0,2024-01-07 03:23:49+00:00,2024-01-07 04:46:21+00:00,"language:es,license:apache-2.0,size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,poesia,lorca"
xvjiarui/arxiv_mini,xvjiarui,12,1,2023-01-06 03:55:50+00:00,2023-01-06 03:56:02+00:00,"size_categories:n<1K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zake7749/Qwen-3.5-Reasonlite-Verified,zake7749,12,0,2026-04-17 18:51:16+00:00,2026-04-17 18:51:30+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
codelion/DeepSeek-R1-Distill-Qwen-1.5B-pts-dpo-pairs,codelion,11,1,2025-05-13 08:31:00+00:00,2025-05-13 11:40:30+00:00,"language:en,license:apache-2.0,size_categories:1K<n<10K,region:us,dpo,pts,reasoning-datasets-competition"
vwxyzjn/summarize_from_feedback_oai_preprocessing_pythia-160m_48,vwxyzjn,11,0,2023-11-23 01:39:04+00:00,2023-12-26 18:41:33+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/cai-conversation-prod,vwxyzjn,11,0,2023-11-27 19:22:51+00:00,2023-11-29 07:26:07+00:00,"size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/openhermes-dev__mistralai_Mixtral-8x7B-Instruct-v0.1__temp,vwxyzjn,11,0,2024-02-06 21:25:25+00:00,2024-02-06 21:36:58+00:00,"size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/openhermes-dev__meta-llama_Llama-2-70b-chat-hf__1707332943,vwxyzjn,11,0,2024-02-07 19:16:18+00:00,2024-02-07 19:16:50+00:00,"size_categories:n<1K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/rejection_sampling_scores_1724273165,vwxyzjn,11,0,2024-08-21 20:46:07+00:00,2024-08-21 20:46:09+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/generation_11417,vwxyzjn,11,0,2024-08-28 01:25:39+00:00,2024-08-28 01:26:17+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/generation_23696,vwxyzjn,11,0,2024-08-28 01:53:56+00:00,2024-08-28 01:54:12+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/generation_18741,vwxyzjn,11,0,2024-09-05 21:10:01+00:00,2024-09-05 21:10:24+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/rejection_sampling_1727887719,vwxyzjn,11,0,2024-10-02 16:48:39+00:00,2024-10-02 16:48:41+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/rejection_sampling_1727889563,vwxyzjn,11,0,2024-10-02 17:19:23+00:00,2024-10-02 17:19:25+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/comparison_gpt4_data,wangrongsheng,11,0,2023-08-22 17:27:44+00:00,2023-08-22 17:28:25+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
wangrongsheng/zh-en-translation,wangrongsheng,11,0,2024-04-21 05:57:41+00:00,2024-04-21 06:39:22+00:00,"size_categories:10M<n<100M,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weaviate/weaviate-gorilla,weaviate,11,0,2025-02-26 19:17:53+00:00,2025-02-26 19:18:27+00:00,"license:mit,size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weaviate/enron-qa-questions-dasovich-j,weaviate,11,0,2025-05-13 18:21:10+00:00,2025-05-13 18:21:19+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
yoeven/ai-video-searchengine-archive,yoeven,11,0,2025-01-06 14:02:54+00:00,2025-01-06 14:09:38+00:00,"task_categories:text-classification,language:en,license:mit,region:us,sql,embedding"
codelion/ifeval-high-quality-dpo,codelion,10,0,2025-09-06 09:15:03+00:00,2025-09-09 11:56:42+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/test-dataset-bug3,vwxyzjn,10,0,2023-10-23 14:13:08+00:00,2023-10-23 14:13:10+00:00,"size_categories:n<1K,format:parquet,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/summarize_from_feedback_oai_preprocessing_gpt2_153,vwxyzjn,10,0,2023-11-28 20:17:54+00:00,2023-12-24 22:52:21+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/cai-conversation-prod-h4,vwxyzjn,10,0,2023-11-29 13:50:22+00:00,2023-11-29 13:50:43+00:00,"size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/cai-conversation-dev1704836562,vwxyzjn,10,0,2024-01-09 21:53:37+00:00,2024-01-09 21:53:39+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/ultrafeedback_binarized_1708458397,vwxyzjn,10,0,2024-02-20 19:50:00+00:00,2024-02-20 19:50:09+00:00,"size_categories:10K<n<100K,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/OpenHermes-2.5-dpo-with-system-ckpt-2,vwxyzjn,10,0,2024-02-21 15:02:12+00:00,2024-02-21 19:06:59+00:00,"size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/tldr-preference-sft-trl-style,vwxyzjn,10,0,2024-05-07 20:33:48+00:00,2024-08-20 13:39:05+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/generation_26764,vwxyzjn,10,0,2024-08-21 21:27:05+00:00,2024-08-21 21:27:20+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/scores_26764,vwxyzjn,10,0,2024-08-21 21:31:28+00:00,2024-08-21 21:31:32+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/rejection_sampling_23696,vwxyzjn,10,0,2024-08-28 02:00:07+00:00,2024-08-28 02:00:11+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/rejection_sampling_1727886721,vwxyzjn,10,0,2024-10-02 16:32:02+00:00,2024-10-02 16:32:03+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/rlvr-mult-gsm8k-verifier,vwxyzjn,10,0,2025-03-09 20:19:38+00:00,2025-03-09 20:19:42+00:00,"size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wandb/ragbench-test-sample,wandb,10,0,2024-12-16 07:13:22+00:00,2024-12-16 07:13:25+00:00,"size_categories:n<1K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/Chinese-Medical-Data,wangrongsheng,10,0,2025-08-21 08:10:54+00:00,2025-08-21 08:11:53+00:00,"license:apache-2.0,region:us"
weaviate/chunked_dspy_code,weaviate,10,3,2024-08-13 16:35:57+00:00,2024-08-13 16:36:11+00:00,"license:mit,size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weaviate/NITH_queries,weaviate,10,0,2026-02-15 22:25:02+00:00,2026-02-15 22:25:50+00:00,"license:mit,size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
weizhepei/TruthRL-HotpotQA,weizhepei,10,0,2025-10-20 02:23:07+00:00,2025-10-21 23:42:46+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
worldbench/lidargen,worldbench,10,1,2025-06-24 12:25:07+00:00,2025-06-25 12:04:39+00:00,"license:apache-2.0,region:us"
xaviviro/oasst1_ca_gpt,xaviviro,10,0,2023-12-27 01:29:08+00:00,2023-12-27 16:51:27+00:00,"language:ca,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
yoxu515/skdream_data,yoxu515,10,0,2025-07-06 13:16:48+00:00,2025-07-20 13:30:30+00:00,"license:apache-2.0,region:us"
zake7749/wikizh-sample,zake7749,10,0,2025-01-13 14:38:46+00:00,2025-01-13 14:38:54+00:00,"size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zli12321/long_form,zli12321,10,0,2025-04-02 03:31:29+00:00,2025-04-02 03:31:50+00:00,"license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zli12321/alpaca_cleaned,zli12321,10,0,2025-04-02 03:47:42+00:00,2025-04-02 03:48:00+00:00,"license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zli12321/mixed_long_form,zli12321,10,0,2025-04-07 18:08:19+00:00,2025-04-07 18:09:08+00:00,"license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
codelion/DeepSeek-R1-Distill-Qwen-1.5B-pts-steering-vectors,codelion,9,1,2025-05-13 04:00:25+00:00,2025-05-13 11:47:20+00:00,"language:en,license:apache-2.0,size_categories:1K<n<10K,region:us,pts,steering-vectors,reasoning-datasets-competition"
codelion/Qwen3-0.6B-icm,codelion,9,1,2025-06-23 14:19:45+00:00,2025-07-18 10:08:49+00:00,"license:apache-2.0,size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,icm"
fetchai/citizen_kb_qa_v2,fetchai,9,0,2023-07-21 20:09:25+00:00,2023-07-21 20:09:26+00:00,"size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/Phonologosyntheton_unit,voidful,9,0,2025-07-04 20:01:47+00:00,2025-07-04 20:24:17+00:00,"size_categories:1M<n<10M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/cai-conversation-dev1705525723,vwxyzjn,9,0,2024-01-17 21:11:47+00:00,2024-01-17 21:11:51+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/cai-conversation-dev1705620799,vwxyzjn,9,0,2024-01-18 23:34:28+00:00,2024-01-18 23:34:34+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/cai-conversation-dev1705676837,vwxyzjn,9,0,2024-01-19 15:08:59+00:00,2024-01-19 15:09:05+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/self-reward-dev1706109551,vwxyzjn,9,0,2024-01-24 15:21:25+00:00,2024-01-24 15:21:30+00:00,"size_categories:n<1K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/summarize_from_feedback_tldr_3_filtered_oai_preprocessing_1706373136,vwxyzjn,9,0,2024-01-27 16:33:21+00:00,2024-01-27 16:33:41+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
wangrongsheng/comparison_gpt4_data_en,wangrongsheng,9,5,2023-06-17 13:40:43+00:00,2023-06-17 13:43:32+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/dolly-15k-mistral-pirate,wangrongsheng,9,0,2024-09-06 11:10:13+00:00,2024-09-06 11:10:39+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wayveai/SimLingo,wayveai,9,0,2025-01-10 13:22:45+00:00,2025-01-31 13:59:48+00:00,region:us
weizhepei/TruthRL-NaturalQuestions,weizhepei,9,0,2025-10-20 03:05:09+00:00,2025-10-21 20:17:44+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wenge-research/yayi_domain_subset,wenge-research,9,22,2023-06-03 08:30:33+00:00,2023-06-04 11:38:27+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xaviviro/oasst1_ca_chatml,xaviviro,9,0,2023-12-27 02:47:37+00:00,2023-12-27 16:51:10+00:00,"language:ca,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
yuchenlin/urial-for-just-eval-instruct,yuchenlin,9,0,2023-10-12 07:43:47+00:00,2023-10-12 08:55:10+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
codelion/Qwen3-0.6B-pts-thought-anchors,codelion,8,2,2025-07-10 02:55:54+00:00,2025-07-10 21:58:34+00:00,"task_categories:other,language:en,size_categories:n<1K,format:json,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,pts,thought-anchors,reasoning,llm-analysis,sentence-level-analysis,pivotal-token-search"
codelion/Qwen2.5-Coder-0.5B-Instruct-security-preference,codelion,8,0,2025-08-02 09:17:24+00:00,2025-08-02 09:17:29+00:00,"size_categories:n<1K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/stackxchange,voidful,8,0,2023-03-08 19:00:50+00:00,2023-03-29 18:30:07+00:00,"size_categories:1M<n<10M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
voidful/lfqa_eval,voidful,8,0,2023-08-01 21:32:37+00:00,2023-08-01 21:32:47+00:00,"size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/wikihow_chat,voidful,8,0,2023-10-19 12:10:56+00:00,2023-10-19 12:11:07+00:00,"size_categories:10K<n<100K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/ruozhiba_s2t,voidful,8,3,2024-04-12 08:35:06+00:00,2024-04-12 08:35:12+00:00,"size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/qd-zh,voidful,8,0,2024-04-16 04:28:38+00:00,2024-04-16 04:29:37+00:00,"size_categories:10K<n<100K,format:csv,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/tulu-3-sft-mixture-50k,voidful,8,0,2025-12-15 05:45:01+00:00,2025-12-15 05:45:48+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/self_cognition,wangrongsheng,8,1,2023-05-08 15:51:45+00:00,2023-05-08 15:51:56+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weaviate/xWinesWeb,weaviate,8,1,2024-08-17 18:29:30+00:00,2024-08-28 21:31:19+00:00,"license:mit,size_categories:n<1K,format:json,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weaviate/reasonir-biology-subset,weaviate,8,0,2026-04-01 13:21:21+00:00,2026-04-02 22:55:16+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
weihaox/vindex,weihaox,8,1,2025-07-27 15:56:05+00:00,2025-07-27 19:02:47+00:00,"license:apache-2.0,region:us"
xaviviro/chistes_eugenio,xaviviro,8,1,2023-12-05 15:35:17+00:00,2023-12-05 15:35:52+00:00,"license:mit,size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zjunlp/WKM_pair_data,zjunlp,8,0,2024-10-30 06:12:29+00:00,2024-12-08 14:52:59+00:00,"license:apache-2.0,region:us"
zli12321/SuperGPQA,zli12321,8,0,2025-08-08 03:41:18+00:00,2025-08-08 03:47:32+00:00,"license:apache-2.0,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
codelion/Qwen3-0.6B-icm-dpo-pairs,codelion,7,0,2025-07-10 22:56:03+00:00,2025-07-18 10:12:11+00:00,"license:apache-2.0,size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,icm,dpo"
codelion/Qwen2.5-Coder-0.5B-Instruct-progressive-2M-context,codelion,7,0,2025-07-20 02:53:02+00:00,2025-07-20 02:53:23+00:00,"size_categories:n<1K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/EQG-RACE-PLUS,voidful,7,2,2023-04-02 18:39:25+00:00,2023-05-24 08:16:18+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/EduQG,voidful,7,1,2023-05-20 17:00:38+00:00,2023-05-20 17:01:16+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/mixed_inst_multi_chat,voidful,7,4,2024-04-12 19:43:03+00:00,2024-04-25 01:02:55+00:00,"size_categories:10M<n<100M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
voidful/alpaca-seed-ds-qwen-7b,voidful,7,0,2025-03-20 05:48:21+00:00,2025-03-20 05:48:25+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/cMedQA-merged,wangrongsheng,7,3,2023-05-04 10:54:36+00:00,2023-05-04 11:03:15+00:00,region:us
wangrongsheng/Huatuo-liver-cancer,wangrongsheng,7,3,2023-05-17 15:26:13+00:00,2023-05-17 15:26:25+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/reflection-data,wangrongsheng,7,0,2024-10-07 06:43:46+00:00,2024-10-07 06:45:33+00:00,"license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weaviate/SuperBEIR-small-balanced,weaviate,7,0,2024-09-30 16:21:46+00:00,2024-09-30 16:28:40+00:00,"license:mit,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weaviate/weaviate-blogs-with-synthetic-questions,weaviate,7,1,2025-03-13 16:07:01+00:00,2025-03-13 16:07:04+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weaviate/joined-fiqa-queries,weaviate,7,0,2025-06-02 20:10:55+00:00,2025-06-02 20:18:51+00:00,"license:mit,size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
yerevann/PubChemForLM,yerevann,7,5,2024-06-04 12:34:28+00:00,2024-06-05 13:09:50+00:00,"license:cc-by-nc-4.0,region:us"
zhuhu00/scannetpp_compressed,zhuhu00,7,1,2025-07-09 06:37:43+00:00,2025-07-11 12:13:49+00:00,region:us
zjunlp/KnowLM-Tool,zjunlp,7,4,2023-07-29 02:25:56+00:00,2023-07-29 02:26:54+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zjunlp/OneGen-TrainDataset-EntityLinking,zjunlp,7,1,2024-10-07 16:01:36+00:00,2024-10-07 17:03:17+00:00,"license:apache-2.0,region:us"
